pos,sql,local,localopt
testdata/logic_test/datetime:941,SELECT a FROM tz WHERE c = d,20801,35789
testdata/logic_test/where:83,"SELECT * FROM kv WHERE k IN (1, 5.0, 9)",22089,29219
testdata/logic_test/rename_column:67,SELECT * FROM users,6402,11137
testdata/logic_test/order_by:431,"SELECT a, b, c FROM abc2 ORDER BY INDEX abc2@ba",18011,19134
testdata/logic_test/select_index:321,SELECT * FROM bool1 WHERE a IS NULL,21500,29857
testdata/logic_test/manual_retry:77,SELECT id FROM t,7129,8986
testdata/logic_test/collatedstring_index2:41,"SELECT b, a FROM t ORDER BY b, a",11735,15597
testdata/logic_test/collatedstring_uniqueindex2:31,"SELECT a, b FROM t ORDER BY a, b",13971,19056
testdata/logic_test/aggregate:526,"SELECT count((k, v)) FROM kv LIMIT 1",17015,44104
testdata/logic_test/rename_view:159,SELECT * FROM test2.v2,18616,19061
testdata/logic_test/postgres_jsonb:74,SELECT test_json -> 2 FROM test_jsonb WHERE json_type = 'object',26783,47633
testdata/logic_test/order_by:403,"SELECT a, b, c FROM abc2 ORDER BY PRIMARY KEY abc2",16700,18844
testdata/logic_test/join:464,"SELECT * FROM (SELECT * FROM onecolumn), (SELECT * FROM onecolumn)",16290,25140
testdata/logic_test/family:70,SELECT * FROM abcd,7108,10679
testdata/logic_test/decimal:191,"SELECT d FROM s ORDER BY d, d::TEXT",13893,25505
testdata/logic_test/suboperators:152,"SELECT 1.0 = ANY(SELECT * FROM unnest(ARRAY[1.0001, 2]))",14562,30781
testdata/logic_test/select_index:89,"SELECT * FROM t12022@i WHERE (c1, c2) > (1, true) ORDER BY (c1, c2);",36613,49631
testdata/logic_test/order_by:247,SELECT a FROM abc ORDER BY a DESC LIMIT 1,14548,20964
testdata/logic_test/interleaved:70,SELECT * FROM p0,7150,8378
testdata/logic_test/distsql_expr:10,"SELECT c FROM t WHERE (c, c) > (2, -9223372036854775808)",28020,37366
testdata/logic_test/check_constraints:168,SELECT * FROM t5,6912,8649
testdata/logic_test/upsert:217,SELECT * FROM abc,7064,11434
testdata/logic_test/tuple:805,"SELECT (((1,'2',true) AS a,b,c)).* FROM tb",10449,19615
testdata/logic_test/parallel_stmts:97,"SELECT k, v FROM kv ORDER BY k",8578,9887
testdata/logic_test/parallel_stmts:122,"SELECT k, v FROM kv ORDER BY k",8588,11292
testdata/logic_test/order_by:438,"SELECT a, b, c FROM abc2 ORDER BY INDEX abc2@ba DESC",17931,18958
testdata/logic_test/computed:550,SELECT d FROM x,7426,11960
testdata/logic_test/tuple:197,"SELECT (ROW(sqrt(100.0)), 'ab') = (ROW(pow(1, 10.0) + 9), 'a' || 'b') AS a   FROM tb",42905,60543
testdata/logic_test/srfs:187,SELECT * FROM unnest(NULL),5243,7653
testdata/logic_test/select_index:148,"SELECT   resource_key,   count(resource_key) total FROM favorites f1 WHERE f1.jurisdiction   = 'MT' ",141038,183442
testdata/logic_test/select:495,"SELECT (1, NULL::int) NOT IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b) WHERE a > 1)",23579,59621
testdata/logic_test/json:122,SELECT bar FROM foo WHERE bar->>'a' = 'b',30460,34890
testdata/logic_test/drop_database:123,SELECT * FROM d2.v2,20669,20059
testdata/logic_test/postgresjoin:1856,"SELECT * FROM (SELECT name, n as s1_n, 1 as s1_1 FROM t1) as s1 NATURAL INNER JOIN (SELECT name, n a",51785,97459
testdata/logic_test/order_by:50,SELECT a FROM t ORDER BY 1 DESC,9409,12804
testdata/logic_test/drop_database:115,SELECT * FROM d1.v2,29967,30302
testdata/logic_test/decimal:209,"SELECT d, d IS NaN, d = 'NaN', isnan(d) FROM s@{FORCE_INDEX=primary} ORDER BY d, d::TEXT",37697,59553
testdata/logic_test/aggregate:877,SELECT json_agg(s) FROM (SELECT s FROM kv ORDER BY k),19291,32278
testdata/logic_test/order_by:204,"SELECT generate_series, ARRAY[generate_series] FROM generate_series(1, 1) ORDER BY 1",10068,22507
testdata/logic_test/deep_interleaving:110,SELECT * FROM level4 WHERE k1 = 2 AND k2 > 10 AND k2 < 30,43684,51257
testdata/logic_test/collatedstring_index1:87,"SELECT b, a FROM t ORDER BY b, a",14440,18957
testdata/logic_test/alter_table:479,"SELECT a,b FROM add_default WHERE current_timestamp > c AND current_timestamp() - c < interval '10s'",42572,54450
testdata/logic_test/update:61,SELECT * FROM kview,20295,22516
testdata/logic_test/set:211,"SELECT name, value FROM system.settings WHERE name = 'testing.str'",223757,191382
testdata/logic_test/select_index:343,SELECT * FROM bool1 WHERE a IS FALSE,20180,32302
testdata/logic_test/schema_change_in_txn:473,SELECT * FROM want,5962,10871
testdata/logic_test/join:311,"SELECT o.x, t.y FROM onecolumn o LEFT OUTER JOIN twocolumn t ON (o.x=t.x AND o.x=44)",40517,79168
testdata/logic_test/views:479,SELECT sum (Caps15951. a) FROM Caps15951 GROUP BY b ORDER BY b,39780,44438
testdata/logic_test/txn:735,SELECT count(*) FROM kv WHERE k = 'savepoint',27424,42151
testdata/logic_test/tuple:259,"SELECT (1, 2) IN (SELECT a, b FROM t ORDER BY 1 ASC, 2 ASC) AS r",25059,55024
testdata/logic_test/join:393,"SELECT * FROM a FULL OUTER JOIN b ON a.i=b.i ORDER BY b.i, b.b",25451,50748
testdata/logic_test/computed:448,"SELECT k, b FROM x ORDER BY b",11571,16687
testdata/logic_test/datetime:946,SELECT a FROM tz WHERE c <= d,18811,30242
testdata/logic_test/tuple:49,"SELECT   (2, 2) > (1, 1) AS a,   (2, 2) > (1, 2) AS b,   (2, 2) > (1, 3) AS c,   (2, 2) > (2, 1) AS ",81463,138879
testdata/logic_test/truncate:12,SELECT * FROM kv,5200,8081
testdata/logic_test/select_index_flags:82,"SELECT c, d FROM abcd@primary WHERE c >= 20 AND c < 40",31810,44751
testdata/logic_test/select:91,SELECT * FROM abc WHERE a > 5 AND a < 5,24504,25030
testdata/logic_test/float:114,"SELECT f, f::string FROM vals",9597,22705
testdata/logic_test/distinct_on:125,"SELECT DISTINCT ON (a, c) a, b FROM abc ORDER BY a, c, b",21597,25859
testdata/logic_test/tuple:617,"SELECT * FROM uvw WHERE (u, v, w) < (2, NULL, 3) ORDER BY u, v, w",44639,57408
testdata/logic_test/select:103,"SELECT a,b FROM abc WHERE CASE WHEN a != 0 THEN b/a > 1.5 ELSE false END",42671,51496
testdata/logic_test/delete:72,SELECT * FROM kv,5808,11694
testdata/logic_test/alter_table:490,"SELECT a,b FROM add_default WHERE d > c AND d - c < interval '10s'",38204,46751
testdata/logic_test/aggregate:318,"SELECT count(*), upper(s) FROM kv GROUP BY s",19781,41045
testdata/logic_test/aggregate:716,SELECT max(x) FROM xyz,27675,50639
testdata/logic_test/aggregate:987,SELECT max(v) FROM opt_test GROUP BY k,14458,30448
testdata/logic_test/aggregate:1041,"SELECT (b, a) FROM ab GROUP BY (b, a)",18739,27823
testdata/logic_test/upsert:239,"SELECT * FROM abc ORDER BY (a, b, c)",18621,19036
testdata/logic_test/update:137,SELECT * FROM kv3,5709,7763
testdata/logic_test/union:138,SELECT v FROM uniontest WHERE k = 1 UNION SELECT v FROM uniontest WHERE k = 2,40798,98560
testdata/logic_test/join:298,"SELECT o.x, t.y FROM onecolumn o INNER JOIN twocolumn t ON (o.x=t.x AND t.y=53)",38633,85858
testdata/logic_test/computed:190,"SELECT a, b, c FROM x",10966,11926
testdata/logic_test/collatedstring_index2:133,"SELECT b, a FROM t ORDER BY b, a",13491,19250
testdata/logic_test/statement_source:46,SELECT * FROM a ORDER BY b,7650,11404
testdata/logic_test/select_index:302,SELECT e FROM ef WHERE f > 0 AND f < 2 ORDER BY f,45941,63125
testdata/logic_test/join:1046,"SELECT * FROM foo JOIN bar USING (a, b) WHERE foo.c = bar.c AND foo.d = bar.d",47508,123317
testdata/logic_test/computed:670,SELECT * FROM x ORDER BY a,11074,14231
testdata/logic_test/aggregate:156,"SELECT min(1), count(1), max(1), sum_int(1), avg(1)::float, sum(1), stddev(1), variance(1)::float, b",59983,131566
testdata/logic_test/select_index_flags:67,SELECT b FROM abcd@b WHERE c >= 20 AND c <= 30,41287,52896
testdata/logic_test/select:539,SELECT x + 1 FROM a,10461,24929
testdata/logic_test/order_by:235,SELECT d FROM abc ORDER BY lower(d),12413,24906
testdata/logic_test/order_by:343,"SELECT * FROM store ORDER BY baz, extra",15883,13488
testdata/logic_test/join:190,SELECT * FROM empty AS a(x) JOIN onecolumn AS b(y) ON a.x = b.y,20206,53695
testdata/logic_test/join:349,SELECT * FROM a LEFT OUTER JOIN b ON a.i = b.i,21241,44213
testdata/logic_test/drop_table:18,SELECT * FROM a,4659,7241
testdata/logic_test/upsert:99,"SELECT * FROM kv ORDER BY (k, v)",11845,16193
testdata/logic_test/union:245,SELECT a FROM a WHERE a > 2 UNION ALL (SELECT a FROM c WHERE b > 2) LIMIT 1;,36773,59955
testdata/logic_test/suboperators:321,"SELECT 1 = ALL(SELECT * FROM unnest(ARRAY[2, NULL]))",13505,27713
testdata/logic_test/serial:224,"SELECT count(DISTINCT a), count(DISTINCT b), count(DISTINCT c) FROM serial",20678,37085
testdata/logic_test/multi_statement:48,SELECT * FROM kv,5661,8342
testdata/logic_test/json:169,"SELECT bar->'a'->'c', bar->'a'->>'c' FROM foo",17230,33918
testdata/logic_test/aggregate:763,SELECT variance(x) FROM xyz WHERE x = 1,28477,54598
testdata/logic_test/txn:53,SELECT * FROM kv,5556,7519
testdata/logic_test/tuple:190,"SELECT (ROW(pow(1, 10.0) + 9), 'a' || 'b') = (ROW(sqrt(100.0)), 'ab') AS a   FROM tb",43055,60747
testdata/logic_test/join:582,"SELECT * FROM pairs, square WHERE pairs.b = square.n",19155,53570
testdata/logic_test/join:732,"SELECT t2.x, t1.x, x FROM t1 JOIN t2 USING(x)",26421,50996
testdata/logic_test/computed:180,"SELECT a, b, c FROM x",11034,11180
testdata/logic_test/collatedstring_uniqueindex1:119,"SELECT b, a FROM t ORDER BY b, a",14140,18322
testdata/logic_test/tuple:233,"SELECT 'foo' IN (x, 'aaa') AS r FROM (SELECT 'foo' AS x FROM tb)",12882,34914
testdata/logic_test/srfs:58,"SELECT * FROM generate_series(3, 1)",4801,8369
testdata/logic_test/select_table_alias:104,"SELECT * FROM ab AS foo (foo1, foo2)",6897,10879
testdata/logic_test/postgres_jsonb:44,SELECT test_json ->> 'field2' FROM test_jsonb WHERE json_type = 'scalar',27190,48140
testdata/logic_test/aggregate:140,"SELECT (SELECT COALESCE(max(1), 0) FROM generate_series(1,0))",24409,67877
testdata/logic_test/postgresjoin:1806,SELECT * FROM t1 FULL JOIN t2 USING (name) FULL JOIN t3 USING (name),36932,83097
testdata/logic_test/postgresjoin:1841,"SELECT * FROM (SELECT name, n as s2_n, 2 as s2_2 FROM t2) as s2 NATURAL LEFT JOIN (SELECT name, n as",38345,58851
testdata/logic_test/update:38,SELECT * FROM kv,5575,7812
testdata/logic_test/typing:41,SELECT * FROM d,5199,9304
testdata/logic_test/show_trace:372,"SELECT operation,        regexp_replace(regexp_replace(message, 'mutationJobs:<[^>]*>', 'mutationJob",27171,55382
testdata/logic_test/show_trace:462,"SELECT message FROM [SHOW TRACE FOR SESSION] WHERE message LIKE e'%1 CPut, 1 BeginTxn, 1 EndTxn%'",8292,15356
testdata/logic_test/select_table_alias:59,"SELECT * FROM abc AS foo (foo1, foo2) WHERE foo.foo1 = 1",21676,29926
testdata/logic_test/select_index_flags:90,"SELECT c, d FROM abcd@b WHERE c >= 20 AND c < 40",35081,50089
testdata/logic_test/builtin_function:1262,"SELECT greatest(NULL, NULL, NULL, a, -1) FROM foo",12371,27207
testdata/logic_test/aggregate:270,"SELECT count(*), s FROM kv GROUP BY s",17315,26528
testdata/logic_test/limit:68,"SELECT k, v FROM t ORDER BY k OFFSET 5",13549,20150
testdata/logic_test/join:690,SELECT * FROM t1 JOIN t2 USING(x),31363,47546
testdata/logic_test/drop_index:102,SELECT * FROM users,6724,7730
testdata/logic_test/distinct_on:73,"SELECT DISTINCT ON (b, c, a) a, c, b FROM abc",11820,14233
testdata/logic_test/distinct:114,"SELECT DISTINCT (y,z) FROM xyz",9074,28258
testdata/logic_test/collatedstring_uniqueindex2:44,"SELECT b, a FROM t ORDER BY b, a",14044,18891
testdata/logic_test/upsert:506,SELECT * FROM tu,7021,10080
testdata/logic_test/show_trace:352,"SELECT operation, message FROM [SHOW KV TRACE FOR SESSION]",6397,7565
testdata/logic_test/limit:91,"SELECT sum(w) FROM t GROUP BY k, v ORDER BY v DESC LIMIT 10",22811,52424
testdata/logic_test/deep_interleaving:66,SELECT * FROM level4,6095,8673
